IMAGE_TYPE: Short Lighting Portrait in the style of Emily Hare and Esao Andrews | GENRE: Fantasy | EMOTION: Cob Galmondisdor's ideal is innovation. His flaw is prideful, his bond is equality, his behavior is aggressive, and his nature is inquisitive. | SCENE: a Noble Druid named Cob Galmondisdor | ACTOR: Cob Galmondisdor is a Fierce male Human. Cob Galmondisdor has Rainbow layered cut hair and teal eyes.. | TONES: Eggplant and Opal | LIGHTING: Candlelight | TAGS: Forgotten Realms, Medieval Fantasy Setting, D&D. --s 1000 --upbeta --seed 749
IMAGE_TYPE: Candid Portrait in the style of Nico Delort and Viktor Titov | GENRE: Fantasy | EMOTION: Magdalen Estion's ideal is honor. Her flaw is pessimistic, her bond is knowledge, her behavior is logical, and her nature is reserved. | SCENE: a Haunted One Barbarian named Magdalen Estion | ACTOR: Magdalen Estion is a Delicate female Elf. Magdalen Estion has lilac bob cut with fringe hair and multi-colored eyes. | TONES: Red and Forest Green | LIGHTING: Hard Light | TAGS: tall, slender, pointed ears, almond-shaped eyes, fair skin, long hair, graceful, ageless, delicate features, Forgotten Realms, Medieval Fantasy Setting, D&D. --s 1000 --upbeta --seed 655

IMAGE_TYPE: Studio Portrait in the style of Alexandra Semushina and Sam Wolfe Connelly | GENRE: Fantasy | EMOTION: Hogan Rikarkhelm's ideal is mercy. His flaw is impatient, his bond is friendship, his behavior is gentle, and his nature is playful. | SCENE: an Acolyte Warlock named Hogan Rikarkhelm | ACTOR: Hogan Rikarkhelm is an Athletic male Dragonborn. Hogan Rikarkhelm has mahogany pixie cut hair and gold eyes. | TONES: Lime and Ruby | LIGHTING: Split Lighting | TAGS: tall, muscular, dragon-like face, scales, tail, claws, frills, Forgotten Realms, Medieval Fantasy Setting, D&D. --s 1000 --upbeta --seed 7

IMAGE_TYPE: Documentary Portrait in the style of James Jean and Craig Mullins | GENRE: Fantasy | EMOTION: Godfree Ithliyel's ideal is innovation. His flaw is overconfident, his bond is community, his behavior is gentle, and his nature is mysterious. | SCENE: a Knight Cleric named Godfree Ithliyel | ACTOR: Godfree Ithliyel is a Solid male Dwarf. Godfree Ithliyel has green tail hair and multi-colored eyes. | TONES: Burgundy and Hot Pink | LIGHTING: Sunlight | TAGS: short, stocky, muscular, stout, deep-set eyes, earthy skin tones, braided hair, broad face, Forgotten Realms, Medieval Fantasy Setting, D&D. --s 1000 --upbeta --seed 345

IMAGE_TYPE: Documentary Portrait in the style of Frank Frazetta and Beeple | GENRE: Fantasy | EMOTION: Erin El's ideal is selflessness. His flaw is reckless, his bond is legacy, his behavior is perceptive, and his nature is independent. | SCENE: a Knight Cleric named Erin El | ACTOR: Erin El is a Broad-shouldered male Dwarf. Erin El has brown high pony hair and honey eyes. | TONES: Bronze and Lime | LIGHTING: Moonlight | TAGS: short, stocky, muscular, stout, deep-set eyes, earthy skin tones, braided hair, broad face, Forgotten Realms, Medieval Fantasy Setting, D&D. --s 1000 --upbeta --seed 31

IMAGE_TYPE: Character Portrait in the style of Elena Dudina and Brian Froud | GENRE: Fantasy | EMOTION: Isador Lymi's ideal is discovery. His flaw is stubborn, his bond is faith, his behavior is nurturing, and his nature is honest. | SCENE: a Haunted One Rogue named Isador Lymi | ACTOR: Isador Lymi is a Ripped male Dwarf. Isador Lymi has golden layered cut with length hair and emerald eyes. | TONES: Amber and Steel Blue | LIGHTING: Backlighting | TAGS: short, stocky, muscular, stout, deep-set eyes, earthy skin tones, braided hair, broad face, Forgotten Realms, Medieval Fantasy Setting, D&D. --s 1000 --upbeta --seed 308

IMAGE_TYPE: Full-Length Portrait in the style of Marta Nael and J.A.W. Cooper | GENRE: Fantasy | EMOTION: Luella Alara's ideal is independence. Her flaw is jealous, her bond is family, her behavior is perceptive, and her nature is loyal. | SCENE: a Hermit Fighter named Luella Alara | ACTOR: Luella Alara is a Petite female Half-Orc. Luella Alara has blond three-strand braid hair and different-colored eyes. | TONES: Gold and Chartreuse | LIGHTING: Top Lighting | TAGS: tall, muscular, green skin, tusks, broad nose, heavy eyebrows, wild hair, scarred, Forgotten Realms, Medieval Fantasy Setting, D&D. --s 1000 --upbeta --seed 417

IMAGE_TYPE: High-Angle Portrait in the style of Brian Froud and Nekro | GENRE: Fantasy | EMOTION: Binny Gononith's ideal is adventurousness. Her flaw is cowardly, her bond is justice, her behavior is extroverted, and her nature is cautious. | SCENE: a Sailor Paladin named Binny Gononith | ACTOR: Binny Gononith is a Weathered female Tiefling. Binny Gononith has sandy crown plait hair and grayish-white eyes. | TONES: Ginger and Silver | LIGHTING: Natural Light | TAGS: horns, tail, fangs, red, blue or purple skin, glowing eyes, sharp features, intimidating, Forgotten Realms, Medieval Fantasy Setting, D&D. --s 1000 --upbeta --seed 788

IMAGE_TYPE: Rembrandt Portrait in the style of Rovina Cai and Kekai Kotaki | GENRE: Fantasy | EMOTION: Maxie Mir's ideal is courage. His flaw is reckless, his bond is protection, his behavior is impatient, and his nature is playful. | SCENE: a Mercenary Veteran Bard named Maxie Mir | ACTOR: Maxie Mir is an Aging male Tiefling. Maxie Mir has black updo hair and grayish-white eyes. | TONES: Blush and Lilac | LIGHTING: Rembrandt Lighting | TAGS: horns, tail, fangs, red, blue or purple skin, glowing eyes, sharp features, intimidating, Forgotten Realms, Medieval Fantasy Setting, D&D. --s 1000 --upbeta --seed 416

IMAGE_TYPE: Minimalist Portrait in the style of Larry Elmore and Beeple | GENRE: Fantasy | EMOTION: Sarge Miriusiusthal's ideal is discovery. His flaw is prideful, his bond is friendship, his behavior is perceptive, and his nature is loyal. | SCENE: an Inheritor Warlock named Sarge Miriusiusthal | ACTOR: Sarge Miriusiusthal is a Slender male Dragonborn. Sarge Miriusiusthal has platinum crown plait hair and light blue eyes. | TONES: White and Gold | LIGHTING: Natural Light | TAGS: tall, muscular, dragon-like face, scales, tail, claws, frills, Forgotten Realms, Medieval Fantasy Setting, D&D. --s 1000 --upbeta --seed 266

IMAGE_TYPE: Close-up Portrait in the style of WLOP and J.A.W. Cooper | GENRE: Fantasy | EMOTION: Marabel Bri's ideal is independence. Her flaw is arrogant, her bond is duty, her behavior is impatient, and her nature is bold. | SCENE: a Hermit Monk named Marabel Bri | ACTOR: Marabel Bri is a Sinewy female Half-Elf. Marabel Bri has teal fauxhawk hair and silver eyes. | TONES: Walnut and Lilac | LIGHTING: Silhouette Lighting | TAGS: medium height, slim, pointed ears, fair skin, various eye colors, mix of human and elf features, Forgotten Realms, Medieval Fantasy Setting, D&D. --s 1000 --upbeta --seed 798

